Tanggal,OriginTime,Latitude,Longitude,Kedalaman (km),Magnitude,Type,Keterangan,Dirasakan,M,D,MD
28/10/2022,05:07:25,-8.848,111.1995,21,2.8,MLv,Pusat gempa di laut 72 km Tenggara Pacitan,TIDAK,M2,D1,M2D1
28/10/2022,06:44:00,-10.696,110.6677,10,3.8,MLv,Pusat gempa di laut 281 km BaratDaya Pacitan,TIDAK,M3,D1,M3D1
28/10/2022,07:09:22,-7.938,110.4676,20,1.3,MLv,Pusat gempa di darat 14 km BaratLaut Gunungkidul,TIDAK,M1,D1,M1D1
28/10/2022,07:48:44,-9.357,113.9257,19,2.6,MLv,Pusat gempa di laut 134 km Tenggara Jember,TIDAK,M2,D1,M2D1
28/10/2022,09:50:36,-7.916,110.459,21,1.2,MLv,Pusat gempa di darat 14 km Tenggara Bantul,TIDAK,M1,D1,M1D1
28/10/2022,18:13:07,-8.924,109.9129,21,3,MLv,Pusat gempa di laut 121 km BaratDaya Kulonprogo,TIDAK,M2,D1,M2D1
28/10/2022,21:38:17,-9.07,110.3544,25,3.1,MLv,Pusat gempa di laut 126 km BaratDaya Gunungkidul,TIDAK,M3,D1,M3D1
28/10/2022,23:03:26,-8.966,110.3356,30,2.9,MLv,Pusat gempa di laut 115 km BaratDaya Gunungkidul,TIDAK,M2,D1,M2D1
29/10/2022,01:02:45,-8.37,109.02,38,4.8,MLv,"Pusat gempa di laut 71 km Selatan Cilacap, Dirasakan di Cilacap, Kebumen, Yogyakarta II-III MMI",YA,M4,D1,M4D1
29/10/2022,01:41:24,-9.442,113.9047,20,3.1,MLv,Pusat gempa di laut 143 km Tenggara Jember,TIDAK,M3,D1,M3D1
29/10/2022,01:45:28,-8.982,110.381,10,2.8,MLv,Pusat gempa di laut 116 km BaratDaya Gunungkidul,TIDAK,M2,D1,M2D1
29/10/2022,02:49:01,-8.736,108.7551,13,3.1,MLv,Pusat gempa di laut 115 km BaratDaya Cilacap,TIDAK,M3,D1,M3D1
29/10/2022,06:07:39,-8.514,113.0947,93,2.8,MLv,Pusat gempa di laut 45 km BaratDaya Lumajang,TIDAK,M2,D2,M2D2
29/10/2022,08:11:36,-8.989,110.5543,50,2.9,MLv,Pusat gempa di laut 106 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
29/10/2022,08:34:38,-8.759,108.6749,13,2.8,MLv,Pusat gempa di laut 120 km BaratDaya Cilacap,TIDAK,M2,D1,M2D1
29/10/2022,11:42:35,-8.854,110.8909,8,2.9,MLv,Pusat gempa di laut 76 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
29/10/2022,11:51:12,-8.807,111.5637,26,3.2,MLv,Pusat gempa di laut 82 km BaratDaya Trenggalek,TIDAK,M3,D1,M3D1
29/10/2022,12:29:11,-8.492,110.3766,60,2.5,MLv,Pusat gempa di laut 64 km BaratDaya Gunungkidul,TIDAK,M2,D2,M2D2
29/10/2022,16:00:03,-7.875,110.4727,18,1.3,MLv,Pusat gempa di darat 15 km TimurLaut Bantul,TIDAK,M1,D1,M1D1
30/10/2022,01:01:33,-8.79,110.8276,26,2.7,MLv,Pusat gempa di laut 72 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
30/10/2022,03:34:05,-8.979,113.1766,30,3.2,MLv,Pusat gempa di laut 94 km BaratDaya Lumajang,TIDAK,M3,D1,M3D1
30/10/2022,03:53:50,-8.262,111.8392,115,2.8,MLv,Pusat gempa di darat 25 km Tenggara Trenggalek,TIDAK,M2,D2,M2D2
30/10/2022,12:49:54,-9.486,108.8797,10,4,MLv,Pusat gempa di laut 196 km BaratDaya Cilacap,TIDAK,M3,D1,M3D1
30/10/2022,12:58:43,-9.398,108.8995,10,3.4,MLv,Pusat gempa di laut 186 km BaratDaya Cilacap,TIDAK,M3,D1,M3D1
30/10/2022,13:17:19,-9.869,109.2725,10,3.5,MLv,Pusat gempa di laut 239 km Tenggara Cilacap,TIDAK,M3,D1,M3D1
30/10/2022,14:09:20,-8.77,112.3453,22,3.3,MLv,Pusat gempa di laut 77 km Tenggara Blitar,TIDAK,M3,D1,M3D1
30/10/2022,17:24:38,-8.92,111.6637,16,2.9,MLv,Pusat gempa di laut 93 km BaratDaya Trenggalek,TIDAK,M2,D1,M2D1
30/10/2022,17:46:47,-8.155,111.705,128,2.8,MLv,Pusat gempa di darat 8 km Tenggara Trenggalek,TIDAK,M2,D2,M2D2
30/10/2022,23:22:30,-9.333,113.445,14,3.6,MLv,Pusat gempa di laut 132 km BaratDaya Jember,TIDAK,M3,D1,M3D1
31/10/2022,09:09:55,-8.766,112.5391,51,2.7,MLv,Pusat gempa di laut 85 km Tenggara Blitar,TIDAK,M2,D1,M2D1
31/10/2022,09:29:26,-9.027,111.2103,10,3.1,MLv,Pusat gempa di laut 92 km Tenggara Pacitan,TIDAK,M3,D1,M3D1
31/10/2022,12:39:22,-7.931,110.467,20,1.5,MLv,Pusat gempa di darat 15 km BaratLaut Gunungkidul,TIDAK,M1,D1,M1D1
31/10/2022,13:31:21,-7.866,111.5035,27,2.5,MLv,Pusat gempa di darat 3 km TimurLaut Ponorogo,TIDAK,M2,D1,M2D1
31/10/2022,15:15:56,-8.855,112.446,90,4.1,MLv,Pusat gempa di laut 90 km Tenggara Blitar,TIDAK,M4,D2,M4D2
31/10/2022,16:36:52,-8.96,110.6653,23,3.1,MLv,Pusat gempa di laut 97 km BaratDaya Pacitan,TIDAK,M3,D1,M3D1
31/10/2022,22:06:27,-7.781,110.6165,32,2.2,MLv,Pusat gempa di darat 6 km Tenggara Klaten,TIDAK,M2,D1,M2D1
1/11/2022,02:04:28,-10.1251,113.1126,10,3.6,MLv,Pusat gempa di laut 222 km BaratDaya Lumajang,TIDAK,M3,D1,M3D1
1/11/2022,04:34:13,-8.7939,110.9807,24,2.9,MLv,Pusat gempa di laut 67 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
1/11/2022,06:01:56,-10.1758,113.2731,20,3.4,MLv,Pusat gempa di laut 227 km Selatan Lumajang,TIDAK,M3,D1,M3D1
1/11/2022,06:42:54,-8.6977,111.0835,40,3.3,MLv,Pusat gempa di laut 55 km Selatan Pacitan,TIDAK,M3,D1,M3D1
1/11/2022,07:16:15,-8.8252,113.7135,30,3.1,MLv,Pusat gempa di laut 72km Selatan Jember,TIDAK,M3,D1,M3D1
1/11/2022,09:06:59,-8.7723,110.3283,10,3,MLv,Pusat gempa di laut 95 km BaratDaya Gunungkidul,TIDAK,M2,D1,M2D1
1/11/2022,11:51:37,-8.4831,110.7185,108,2.7,MLv,Pusat gempa di laut 52 km BaratDaya Pacitan,TIDAK,M2,D2,M2D2
1/11/2022,14:23:10,-10.5597,108.5228,10,4.2,MLv,Pusat gempa di laut 319 km BaratDaya Cilacap,TIDAK,M4,D1,M4D1
1/11/2022,16:08:56,-7.9159,110.4638,22,1.4,MLv,Pusat gempa di darat 15 km Tenggara Bantul,TIDAK,M1,D1,M1D1
1/11/2022,17:06:27,-8.5575,109.1834,52,2.8,MLv,Pusat gempa di laut 93 km Tenggara Cilacap,TIDAK,M2,D1,M2D1
1/11/2022,19:53:51,-8.1207,110.3829,101,2.4,MLv,Pusat gempa di laut 26 km Tenggara Bantul,TIDAK,M2,D2,M2D2
1/11/2022,20:02:09,-8.6328,111.0248,12,2.9,MLv,Pusat gempa di laut 48 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
1/11/2022,21:44:10,-8.2745,111.7768,116,2.9,MLv,Pusat gempa di darat 23 km Tenggara Trenggalek,TIDAK,M2,D2,M2D2
2/11/2022,11:02:06,-8.0014,110.5889,7,1.5,MLv,Pusat gempa di darat 4 km BaratDaya Gunungkidul,TIDAK,M1,D1,M1D1
2/11/2022,12:03:57,-8.747,110.4307,8,2.8,MLv,Pusat gempa di laut 89 km BaratDaya Gunungkidul,TIDAK,M2,D1,M2D1
2/11/2022,12:21:29,-7.9548,110.4917,13,1.6,MLv,Pusat gempa di darat 11 km BaratLaut Gunungkidul,TIDAK,M1,D1,M1D1
2/11/2022,13:51:26,-7.9317,110.4643,10,1.4,MLv,Pusat gempa di darat 15 km BaratLaut Gunungkidul,TIDAK,M1,D1,M1D1
2/11/2022,14:07:25,-7.9464,110.484,15,2,MLv,Pusat gempa di darat 12 km BaratLaut Gunungkidul,TIDAK,M1,D1,M1D1
2/11/2022,14:23:36,-7.902,110.4494,18,1.4,MLv,Pusat gempa di darat 13 km Tenggara Bantul,TIDAK,M1,D1,M1D1
2/11/2022,15:09:24,-8.8375,110.4445,10,2.8,MLv,Pusat gempa di laut 99 km BaratDaya Gunungkidul,TIDAK,M2,D1,M2D1
2/11/2022,15:21:26,-7.9258,110.4593,11,1.4,MLv,Pusat gempa di darat 14 km Tenggara Bantul,TIDAK,M1,D1,M1D1
2/11/2022,16:06:52,-7.948,110.4839,14,1.3,MLv,Pusat gempa di darat 12 km BaratLaut Gunungkidul,TIDAK,M1,D1,M1D1
2/11/2022,19:05:37,-8.3265,110.311,17,2.6,MLv,Pusat gempa di laut 48 km BaratDaya Bantul,TIDAK,M2,D1,M2D1
3/11/2022,00:16:12,-7.9403,110.4869,19,1.3,MLv,Pusat gempa di darat 12 km BaratLaut Gunungkidul,TIDAK,M1,D1,M1D1
3/11/2022,05:16:31,-7.7193,111.2138,6,2.9,MLv,Pusat gempa di darat 9 km Tenggara Tawangmangu,TIDAK,M2,D1,M2D1
3/11/2022,09:19:21,-8.6846,110.3265,39,2.6,MLv,Pusat gempa di laut 86 km BaratDaya Gunungkidul,TIDAK,M2,D1,M2D1
3/11/2022,12:07:34,-7.9359,110.4627,19,1.5,MLv,Pusat gempa di darat 15 km BaratLaut Gunungkidul,TIDAK,M1,D1,M1D1
3/11/2022,13:02:14,-7.9473,110.5127,20,1.8,MLv,Pusat gempa di darat 9 km BaratLaut Gunungkidul,TIDAK,M1,D1,M1D1
3/11/2022,13:35:46,-8.9139,110.3508,6,2.7,MLv,Pusat gempa di laut 109 km BaratDaya Gunungkidul,TIDAK,M2,D1,M2D1
3/11/2022,13:44:45,-7.9248,110.4729,16,1.4,MLv,Pusat gempa di darat 14 km BaratLaut Gunungkidul,TIDAK,M1,D1,M1D1
3/11/2022,14:10:51,-8.9634,110.7665,7,2.7,MLv,Pusat gempa di laut 92 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
3/11/2022,14:34:33,-9.5638,112.9083,30,3.5,MLv,Pusat gempa di laut 163 km BaratDaya Lumajang,TIDAK,M3,D1,M3D1
3/11/2022,14:53:41,-8.0573,110.1743,110,2.5,MLv,Pusat gempa di laut 22 km Tenggara Kulonprogo,TIDAK,M2,D2,M2D2
3/11/2022,16:30:34,-9.3862,113.0975,30,3.6,MLv,Pusat gempa di laut 140 km BaratDaya Lumajang,TIDAK,M3,D1,M3D1
3/11/2022,17:56:07,-7.9652,110.4983,20,1.5,MLv,Pusat gempa di darat 11 km BaratDaya Gunungkidul,TIDAK,M1,D1,M1D1
3/11/2022,18:38:11,-7.6956,111.222,23,2.4,MLv,Pusat gempa di darat 10 km TimurLaut Tawangmangu,TIDAK,M2,D1,M2D1
3/11/2022,21:08:21,-8.8294,110.9072,7,2.8,MLv,Pusat gempa di laut 73 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
3/11/2022,21:22:29,-7.9849,110.5025,19,1.3,MLv,Pusat gempa di darat 11 km BaratDaya Gunungkidul,TIDAK,M1,D1,M1D1
3/11/2022,21:49:59,-9.2083,113.8773,37,3.3,MLv,Pusat gempa di laut 117 km Tenggara Jember,TIDAK,M3,D1,M3D1
4/11/2022,00:29:53,-8.7784,110.9084,22,2.7,MLv,Pusat gempa di laut 67 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
4/11/2022,02:40:10,-7.6999,109.8452,141,2.2,MLv,Pusat gempa di darat 21 km Tenggara kebumen,TIDAK,M2,D2,M2D2
4/11/2022,07:16:45,-8.3285,110.2351,32,2.4,MLv,Pusat gempa di laut 49 km BaratDaya Bantul,TIDAK,M2,D1,M2D1
4/11/2022,11:35:47,-8.8721,110.5079,5,2.6,MLv,Pusat gempa di laut 99 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
4/11/2022,13:24:20,-7.9344,110.4848,16,1.7,MLv,Pusat gempa di darat 13 km BaratLaut Gunungkidul,TIDAK,M1,D1,M1D1
4/11/2022,14:43:40,-10.771,112.3459,10,3.7,MLv,Pusat gempa di laut 298 km Tenggara Blitar,TIDAK,M3,D1,M3D1
4/11/2022,17:11:04,-7.9561,110.4878,14,1.1,MLv,Pusat gempa di darat 12 km BaratLaut Gunungkidul,TIDAK,M1,D1,M1D1
4/11/2022,17:28:17,-9.2935,113.9426,25,2.6,MLv,Pusat gempa di laut 127 km BaratDaya Banyuwangi,TIDAK,M2,D1,M2D1
4/11/2022,23:51:45,-8.8354,111.4737,20,3,MLv,Pusat gempa di laut 81 km Tenggara Pacitan,TIDAK,M2,D1,M2D1
5/11/2022,02:11:02,-8.224,112.5865,148,3,MLv,Pusat gempa di darat 27 km BaratDaya Malang,TIDAK,M2,D2,M2D2
5/11/2022,03:07:11,-8.6286,111.405,82,2.9,MLv,Pusat gempa di laut 58 km Tenggara Pacitan,TIDAK,M2,D2,M2D2
5/11/2022,03:13:27,-8.4783,110.6976,17,2.4,MLv,Pusat gempa di laut 54 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
5/11/2022,09:06:38,-8.7551,111.0352,29,2.6,MLv,Pusat gempa di laut 62 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
5/11/2022,10:10:40,-9.2537,113.8872,21,2.5,MLv,Pusat gempa di laut 91 km BaratDaya Belambangan,TIDAK,M2,D1,M2D1
5/11/2022,12:31:25,-7.9364,110.4471,8,1.2,MLv,Pusat gempa di darat 13 km Tenggara Bantul,TIDAK,M1,D1,M1D1
5/11/2022,13:18:37,-9.445,112.918,21,3.4,MLv,Pusat gempa di laut 150 km BaratDaya Lumajang,TIDAK,M3,D1,M3D1
5/11/2022,14:11:41,-8.9094,110.9779,12,2.9,MLv,Pusat gempa di laut 80 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
5/11/2022,15:58:10,-8.629,109.9029,32,2.9,MLv,Pusat gempa di laut 90 km BaratDaya Kulonprogo,TIDAK,M2,D1,M2D1
5/11/2022,21:38:46,-7.9526,110.4643,17,1.2,MLv,Pusat gempa di darat 14 km BaratLaut Gunungkidul,TIDAK,M1,D1,M1D1
5/11/2022,23:23:13,-8.0247,110.4449,11,1.3,MLv,Pusat gempa di darat 18 km BaratDaya Gunungkidul,TIDAK,M1,D1,M1D1
5/11/2022,23:33:53,-7.9393,110.4711,18,1.7,MLv,Pusat gempa di darat 14 km BaratLaut Gunungkidul,TIDAK,M1,D1,M1D1
6/11/2022,02:44:35,-9.1691,110.33,9,2.9,MLv,Pusat gempa di laut 137 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
6/11/2022,09:13:12,-8.7772,113.6919,10,2.1,MLv,Pusat gempa di laut 67 km Selatan Jember,TIDAK,M2,D1,M2D1
6/11/2022,09:52:30,-8.8641,110.8267,59,2.7,MLv,Pusat gempa di laut 79 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
6/11/2022,12:13:01,-8.284,111.7309,83,2.8,MLv,Pusat gempa di laut 22 km Tenggara Trenggalek,TIDAK,M2,D2,M2D2
6/11/2022,13:00:33,-9.3235,113.4578,24,3.3,MLv,Pusat gempa di laut 131 km BaratDaya Jember,TIDAK,M3,D1,M3D1
6/11/2022,13:49:48,-9.0857,110.2426,10,2.7,MLv,Pusat gempa di laut 131 km BaratDaya Gunungkidul,TIDAK,M2,D1,M2D1
6/11/2022,14:51:02,-8.3412,110.1703,10,2.4,MLv,Pusat gempa di laut 53 km BaratDaya Bantul,TIDAK,M2,D1,M2D1
6/11/2022,16:46:02,-8.5631,110.9308,21,2.3,MLv,Pusat gempa di laut 44 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
6/11/2022,17:18:20,-8.8684,111.8247,10,2.8,MLv,Pusat gempa di laut 88 km Tenggara Trenggalek,TIDAK,M2,D1,M2D1
6/11/2022,21:38:34,-7.9955,110.4574,17,1.1,MLv,Pusat gempa di darat 16 km BaratDaya Gunungkidul,TIDAK,M1,D1,M1D1
6/11/2022,22:22:50,-8.0404,109.9123,103,2.2,MLv,Pusat gempa di laut 33 km BaratDaya Kulonprogo,TIDAK,M2,D2,M2D2
6/11/2022,23:31:34,-8.6274,111.1125,43,2.5,MLv,Pusat gempa di laut 47 km Selatan Pacitan,TIDAK,M2,D1,M2D1
7/11/2022,05:15:15,-8.7351,110.2503,41,3.4,MLv,Pusat gempa di laut 94 km BaratDaya Bantul,TIDAK,M3,D1,M3D1
7/11/2022,07:22:10,-7.1658,109.2155,258,3.5,MLv,Pusat gempa di darat 33 km Tenggara Tegal,TIDAK,M3,D2,M3D2
7/11/2022,07:49:57,-8.8347,111.6794,18,2.8,MLv,Pusat gempa di laut 84 km Selatan Trenggalek,TIDAK,M2,D1,M2D1
7/11/2022,16:13:22,-8.6177,110.7363,34,2.5,MLv,Pusat gempa di laut 61 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
7/11/2022,17:10:38,-8.9445,110.4909,10,2.7,MLv,Pusat gempa di laut 106 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
7/11/2022,19:21:22,-9.1587,110.4134,25,2.9,MLv,Pusat gempa di laut 130 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
7/11/2022,20:51:41,-8.6062,112.7064,117,2.4,MLv,Pusat gempa di laut 70 km Tenggara Malang,TIDAK,M2,D2,M2D2
7/11/2022,23:01:01,-8.5706,111.3917,15,2.8,MLv,Pusat gempa di laut 52 km Tenggara Pacitan,TIDAK,M2,D1,M2D1
8/11/2022,01:47:56,-5.8577,110.721,516,3.8,MLv,Pusat gempa di laut 83 km TimurLaut Jepara,TIDAK,M3,D3,M3D3
8/11/2022,03:00:32,-9.0621,111.2337,13,2.6,MLv,Pusat gempa di laut 97 km Tenggara Pacitan,TIDAK,M2,D1,M2D1
8/11/2022,03:04:15,-9.0018,110.165,30,2.7,MLv,Pusat gempa di laut 125 km BaratDaya Bantul,TIDAK,M2,D1,M2D1
8/11/2022,03:53:29,-9.0575,111.2822,13,2.7,MLv,Pusat gempa di laut 97 km Tenggara Pacitan,TIDAK,M2,D1,M2D1
8/11/2022,04:36:35,-9.175,111.7505,10,2.8,MLv,Pusat gempa di laut 122 km Tenggara Trenggalek,TIDAK,M2,D1,M2D1
8/11/2022,04:43:37,-8.4152,109.2258,38,2.5,MLv,Pusat gempa di laut 79 km Tenggara Cilacap,TIDAK,M2,D1,M2D1
8/11/2022,05:44:10,-11.1801,111.9192,10,3.8,MLv,Pusat gempa di laut 343 km Tenggara Pacitan,TIDAK,M3,D1,M3D1
8/11/2022,10:28:30,-8.8761,111.1768,23,2.6,MLv,Pusat gempa di laut 75 km Tenggara Pacitan,TIDAK,M2,D1,M2D1
8/11/2022,10:29:32,-7.9776,110.5065,10,1,MLv,Pusat gempa di darat 10 km BaratDaya Gunungkidul,TIDAK,M1,D1,M1D1
8/11/2022,12:08:30,-8.8332,113.0503,10,2.5,MLv,Pusat gempa di laut 80 km BaratDaya Lumajang,TIDAK,M2,D1,M2D1
8/11/2022,12:37:37,-8.7119,110.5871,31,2.4,MLv,Pusat gempa di laut 80 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
8/11/2022,22:27:44,-8.4485,108.7363,75,2.6,MLv,Pusat gempa di laut 85 km BaratDaya Cilacap,TIDAK,M2,D2,M2D2
8/11/2022,23:18:31,-8.8598,112.157,29,2.8,MLv,Pusat gempa di laut 84 km Selatan Blitar,TIDAK,M2,D1,M2D1
8/11/2022,23:45:13,-7.8147,109.1522,102,2.3,MLv,Pusat gempa di laut 17 km Tenggara Cilacap,TIDAK,M2,D2,M2D2
9/11/2022,00:30:10,-8.2178,110.3352,20,2.1,MLv,Pusat gempa di laut 36 km Selatan Bantul,TIDAK,M2,D1,M2D1
9/11/2022,00:40:08,-7.709,109.1439,131,2.3,MLv,Pusat gempa di laut 13 km TimurLaut Cilacap,TIDAK,M2,D2,M2D2
9/11/2022,07:20:25,-8.8708,112.868,33,2.9,MLv,Pusat gempa di laut 91 km BaratDaya Lumajang,TIDAK,M2,D1,M2D1
9/11/2022,08:04:08,-8.2484,109.1114,42,2.3,MLv,Pusat gempa di laut 58 km Tenggara Cilacap,TIDAK,M2,D1,M2D1
9/11/2022,08:37:38,-8.3534,109.1072,29,2.3,MLv,Pusat gempa di laut 70 km Tenggara Cilacap,TIDAK,M2,D1,M2D1
9/11/2022,12:46:02,-8.9131,113.5224,17,2.8,MLv,Pusat gempa di laut 82 km BaratDaya Rambipuji,TIDAK,M2,D1,M2D1
9/11/2022,17:25:06,-7.002,109.6338,5,2.2,MLv,Pusat gempa di darat 55 km Tenggara Tegal,TIDAK,M2,D1,M2D1
9/11/2022,17:41:50,-10.8096,113.2906,10,4.9,MLv,Pusat gempa di laut 297 km BaratDaya Jember,TIDAK,M4,D1,M4D1
9/11/2022,19:38:27,-9.1643,110.5134,10,3.3,MLv,Pusat gempa di laut 125 km BaratDaya Pacitan,TIDAK,M3,D1,M3D1
9/11/2022,20:30:48,-9.1182,110.5405,13,3,MLv,Pusat gempa di laut 119 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
9/11/2022,22:38:56,-9.0206,110.5554,11,2.6,MLv,Pusat gempa di laut 109 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
9/11/2022,22:59:34,-8.4666,111.6686,105,3.5,MLv,Pusat gempa di laut 43 km BaratDaya Trenggalek,TIDAK,M3,D2,M3D2
9/11/2022,23:35:16,-8.2304,110.8898,70,2.1,MLv,Pusat gempa di laut 23 km BaratDaya Pacitan,TIDAK,M2,D2,M2D2
10/11/2022,10:51:59,-9.0206,110.5124,10,2.6,MLv,Pusat gempa di laut 111 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
10/11/2022,12:59:09,-9.0081,110.5801,10,2.6,MLv,Pusat gempa di laut 106 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
10/11/2022,16:08:17,-8.7218,110.312,77,2.7,MLv,Pusat gempa di laut 90 km BaratDaya Gunungkidul,TIDAK,M2,D2,M2D2
10/11/2022,20:45:56,-9.4223,113.4916,30,3.3,MLv,Pusat gempa di laut 141 km Tenggara Jember,TIDAK,M3,D1,M3D1
10/11/2022,20:46:34,-9.4367,113.4887,30,3.1,MLv,Pusat gempa di laut 142 km BaratDaya Jember,TIDAK,M3,D1,M3D1
11/11/2022,02:31:34,-9.1137,113.4842,63,2.9,MLv,Pusat gempa di laut 107 km BaratDaya Jember,TIDAK,M2,D2,M2D2
11/11/2022,03:44:57,-9.103,110.3589,8,3.4,MLv,Pusat gempa di laut 129 km BaratDaya Pacitan,TIDAK,M3,D1,M3D1
11/11/2022,05:16:00,-8.8713,113.7433,23,2.2,MLv,Pusat gempa di laut 78 km Tenggara Jember,TIDAK,M2,D1,M2D1
11/11/2022,05:17:26,-8.3939,111.7938,3,2.7,MLv,Pusat gempa di laut 36 km Tenggara Trenggalek,TIDAK,M2,D1,M2D1
11/11/2022,05:53:47,-9.1127,110.5029,22,2.7,MLv,Pusat gempa di laut 120 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
11/11/2022,09:48:46,-9.1561,113.0942,8,2.4,MLv,Pusat gempa di laut 115 km BaratDaya Lumajang,TIDAK,M2,D1,M2D1
11/11/2022,13:47:36,-6.1535,111.2251,5,2.7,MLv,Pusat gempa di laut 62 km BaratLaut Rembang,TIDAK,M2,D1,M2D1
11/11/2022,14:06:39,-8.8499,110.3082,33,2.6,MLv,Pusat gempa di laut 104 km BaratDaya Gunungkidul,TIDAK,M2,D1,M2D1
11/11/2022,16:24:25,-8.5978,111.1648,97,3,MLv,Pusat gempa di laut 44 km Tenggara Pacitan,TIDAK,M2,D2,M2D2
11/11/2022,17:02:51,-9.4829,112.8789,8,3.8,MLv,Pusat gempa di laut 155 km BaratDaya Lumajang,TIDAK,M3,D1,M3D1
11/11/2022,17:42:17,-8.4516,110.7946,14,2.5,MLv,Pusat gempa di laut 43 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
11/11/2022,20:49:55,-8.717,110.3481,98,2.6,MLv,Pusat gempa di laut 88 km BaratDaya Gunungkidul,TIDAK,M2,D2,M2D2
11/11/2022,22:47:12,-8.9603,110.4443,29,2.7,MLv,Pusat gempa di laut 111 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
11/11/2022,23:05:27,-8.5392,108.7039,54,3.2,MLv,Pusat gempa di laut 96 km BaratDaya Cilacap,TIDAK,M3,D1,M3D1
12/11/2022,02:32:01,-8.3633,110.8101,63,2.8,MLv,Pusat gempa di laut 36 km BaratDaya Pacitan,TIDAK,M2,D2,M2D2
12/11/2022,06:36:05,-8.8096,110.8238,18,2.7,MLv,Pusat gempa di laut 74 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
12/11/2022,09:01:57,-8.8499,111.7822,32,3.6,MLv,Pusat gempa di laut 86 km Tenggara Trenggalek,TIDAK,M3,D1,M3D1
12/11/2022,12:00:28,-8.9535,110.4484,8,2.9,MLv,Pusat gempa di laut 110 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
12/11/2022,21:55:40,-8.3381,110.178,7,2.5,MLv,Pusat gempa di laut 52 km BaratDaya Bantul,TIDAK,M2,D1,M2D1
13/11/2022,02:43:16,-10.0574,110.2417,10,3.4,MLv,Pusat gempa di laut 227 km BaratDaya Pacitan,TIDAK,M3,D1,M3D1
13/11/2022,04:41:43,-8.3519,110.2049,14,2.5,MLv,Pusat gempa di laut 53 km BaratDaya Bantul,TIDAK,M2,D1,M2D1
13/11/2022,08:07:57,-8.7987,109.2203,10,2.9,MLv,Pusat gempa di laut 120 km Tenggara Cilacap,TIDAK,M2,D1,M2D1
13/11/2022,13:24:41,-7.9951,110.4294,17,1.6,MLv,Pusat gempa di darat 16 km Tenggara Bantul,TIDAK,M1,D1,M1D1
13/11/2022,15:10:23,-8.9147,108.7809,14,5.7,mb,"Pusat gempa di laut 134 km BaratDaya Cilacap, dirasakan di Cilacap, Kebumen, Garut Selatan, Tasikmalaya II-III MMI, Pangandaran I-II MMI",YA,M5,D1,M5D1
13/11/2022,16:48:32,-9.3103,112.8197,10,2.9,MLv,Pusat gempa di laut 138 km BaratDaya Lumajang,TIDAK,M2,D1,M2D1
14/11/2022,00:44:54,-8.5537,113.3363,2,2.7,MLv,Pusat gempa di laut 48 km Tenggara Lumajang,TIDAK,M2,D1,M2D1
14/11/2022,01:47:11,-8.5913,111.5653,33,2.5,MLv,Pusat gempa di laut 58 km BaratDaya Trenggalek,TIDAK,M2,D1,M2D1
14/11/2022,06:30:51,-8.3496,109.0479,35,2.9,MLv,Pusat gempa di laut 69 km Tenggara Cilacap,TIDAK,M2,D1,M2D1
14/11/2022,10:48:52,-7.5925,112.6473,6,2.9,MLv,Pusat gempa di darat 10 km BaratDaya Porong,TIDAK,M2,D1,M2D1
14/11/2022,19:18:04,-8.7563,111.6517,34,2.7,MLv,Pusat gempa di laut 75 km BaratDaya Trenggalek,TIDAK,M2,D1,M2D1
14/11/2022,19:41:10,-9.2478,113.2884,29,3.2,MLv,Pusat gempa di laut 124 km Tenggara Lumajang,TIDAK,M3,D1,M3D1
14/11/2022,22:18:56,-8.7833,111.4449,25,2.7,MLv,Pusat gempa di laut 75 km Tenggara Pacitan,TIDAK,M2,D1,M2D1
14/11/2022,23:07:56,-8.3526,113.1198,105,3.7,MLv,Pusat gempa di laut 27 km BaratDaya Lumajang,TIDAK,M3,D2,M3D2
