Tanggal,OriginTime,Latitude,Longitude,Kedalaman (km),Magnitude,Type,Keterangan,Dirasakan,M,D,MD,No
1/26/2022,11:08:42,-8.0,114.0311632,12,0,,,,,,,1844
1/27/2022,12:08:42,1.0,109.09223,12,0,,,,,,,1845
1/28/2022,02:19:26,-8.74,111.8,35,2.9,MLv,"
	Pusat gempa di laut, 73 km Tenggara TRENGGALEK-JATIM
",TIDAK,M2,D1,M2D1,1846
1/29/2022,00:31:54,-7.93571,110.48481,17,1.4,MLv,"
	Pusat gempa didarat, 14 Km Tenggara Bantul DIY
",TIDAK,M1,D1,M1D1,1847
1/30/2022,04:38:58,-10.5909,111.21424,155,4.3,M,"
	Pusat gempa dilaut 268 km Tenggara PACITAN-JATIM
",TIDAK,M4,D2,M4D2,1848
1/31/2022,18:58:02,-8.98938,111.82536,30,3.3,MLv,"
	Pusat gempa di laut 101 km Tenggara Trenggalek-Jatim
",TIDAK,M3,D1,M3D1,1849
2/1/2022,02:40:21,-9.11,111.83,5,3,MLv,"
	Pusat gempa di laut, 114 km Tenggara TRENGGALEK-JATIM
",TIDAK,M2,D1,M2D1,1850
2/2/2022,03:40:21,-5.2,110.9846023,20,0,,,,,,,1851
2/3/2022,04:02:21,-7.19679,111.21316,24,2.8,MLv,"
	Pusat gempa didarat 32 km TimurLaut SRAGEN-JATENG
",TIDAK,M2,D1,M2D1,1852
2/4/2022,23:39:43,-7.75204,111.54348,52,3,MLv,"
	Pusat gempa didarat 12 km Tenggara KOTA-MADIUN-JATIM
",TIDAK,M2,D1,M2D1,1853
2/5/2022,07:56:25,-8.40815,108.94625,10,3.1,MLv,"
	Pusat gempa di laut 76 km BaratDaya CILACAP-JATENG
",TIDAK,M3,D1,M3D1,1854
2/6/2022,03:28:35,-9.16481,110.38042,7,4.3,M,"
	Pusat gempa di laut 132 km BaratDaya GUNUNGKIDUL - DIY
",TIDAK,M4,D1,M4D1,1855
2/7/2022,09:10:09,-8.84221,111.21237,23,3.2,MLv,"
	Pusat gempa dilaut 74 km Tenggara PACITAN-JATIM
",TIDAK,M3,D1,M3D1,1856
2/8/2022,05:20:06,-8.74563,111.17578,19,2.9,MLv,"
	Pusat gempa di laut 63 km Tenggara PACITAN-JATIM
",TIDAK,M2,D1,M2D1,1857
2/9/2022,06:31:51,-8.78666,109.76915,12,3.3,MLv,"
	Pusat gempa dilaut, 116 km BaratDaya Kulon Progo DIY
",TIDAK,M3,D1,M3D1,1858
2/10/2022,12:12:36,-8.30549,109.01586,68,3.7,MLv,"
	Pusat Gempa berada di Laut, 64 km Tenggara CILACAP-JATENG
",TIDAK,M3,D2,M3D2,1859
2/11/2022,02:16:35,-8.17,110.73,130,3.1,MLv,"
	Pusat gempa di darat 23 km Tenggara Gunungkidul
",TIDAK,M3,D2,M3D2,1860
2/12/2022,11:50:34,-8.83955,110.29487,9,3.4,MLv,"
	Pusat gempa berada di laut 100 km Baratdaya Gunungkidul
",TIDAK,M3,D1,M3D1,1861
2/13/2022,00:18:52,-9.12093,110.70574,10,3.7,M,"
	Pusat gempa di laut 113 km BaratDaya PACITAN-JATIM
",TIDAK,M3,D1,M3D1,1862
2/14/2022,01:18:52,-4.3,116.1805783,22,0,,,,,,,1863
2/15/2022,02:18:52,-3.6,110.392926,22,0,,,,,,,1864
2/16/2022,01:27:10,-8.9731,109.7647,28,2.9,MLv,"
	Pusat gempa di laut 135 KM BaratDaya BANTUL - DIY
",TIDAK,M2,D1,M2D1,1865
2/17/2022,13:10:24,-10.51295,109.95269,10,3.4,M,"
	Pusat gempa di laut 289 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M3,D1,M3D1,1866
2/18/2022,01:38:20,-7.84,112.69,108,3,MLv,"
	Pusat gempa didarat, 16 Km Timurlaut Kota Malang Jatim
",TIDAK,M2,D2,M2D2,1867
2/19/2022,04:45:16,-8.5033,109.12587,66,2.7,MLv,"
	Pusat gempa di laut 87 km Tenggara CILACAP-JATENG
",TIDAK,M2,D2,M2D2,1868
2/20/2022,00:58:32,-8.99234,111.34701,30,2.9,M,"
	Pusat gempa di laut 94 km Tenggara Pacitan-Jatim
",TIDAK,M2,D1,M2D1,1869
2/21/2022,12:12:27,-7.93542,110.49056,21,1.3,M,"
	Pusat gempa di laut 14 km BaratLaut GUNUNGKIDUL-DIY
",TIDAK,M1,D1,M1D1,1870
2/22/2022,00:00:03,-8.65241,109.29987,25,3.3,MLv,"
	Pusat gempa dilaut 107 km Tenggara CILACAP-JATENG
",TIDAK,M3,D1,M3D1,1871
2/23/2022,00:39:21,-9.02975,110.51913,11,3.3,MLv,"
	Pusat gempa di laut 114 km BaratDaya PACITAN-JATIM
",TIDAK,M3,D1,M3D1,1872
2/24/2022,10:47:29,-8.65296,111.48725,26,2.7,MLv,"
	Pusat gempa di laut 67 km BaratDaya TRENGGALEK-JATIM
",TIDAK,M2,D1,M2D1,1873
2/25/2022,15:07:24,-9.0941,113.01212,23,3.2,MLv,"
	Pusat gempa dilaut, 109 km BaratDaya Lumajang Jatim
",TIDAK,M3,D1,M3D1,1874
2/26/2022,21:19:32,-8.8561,112.86692,33,3.4,MLv,"
	Pusat Gempa di laut, 86 km Tenggara KAB-MALANG-JATIM
",TIDAK,M3,D1,M3D1,1875
2/27/2022,00:57:31,-8.54584,110.88649,34,2.9,MLv,"Pusat gempa di laut, 47 km BaratDaya PACITAN-JATIM",TIDAK,M2,D1,M2D1,1876
2/28/2022,00:00:36,-7.87881,110.42851,16,1.8,MLv,"
	Pusat gempa didarat 8 km Timurlaut Bantul DIY
",TIDAK,M1,D1,M1D1,1877
3/1/2022,06:04:17,-8.44248,110.80294,3,2.7,MLv,"
	pusat gempa di laut 44 km barat daya Pacitan-Jatim
",TIDAK,M2,D1,M2D1,1878
3/2/2022,03:15:45,-8.17398,109.4975,73,3.1,MLv,"
	Pusat gempa di laut 58 km BaratDaya KEBUMEN-JATENG
",TIDAK,M3,D2,M3D2,1879
3/3/2022,02:47:57,-8.4436,110.38371,60,2.8,MLv,"
	Pusat gempa dilaut, 55 km BaratDaya Gunungkidul DIY
",TIDAK,M2,D2,M2D2,1880
3/4/2022,04:41:28,-8.71695,111.28743,63,2.8,MLv,"
	Pusat gempa di laut, 63 km Tenggara PACITAN-JATIM
",TIDAK,M2,D2,M2D2,1881
3/5/2022,11:46:57,-8.96881,111.33073,10,3.2,MLv,"
	Pusat gempa di laut, 91 km Tenggara PACITAN-JATIM
",TIDAK,M3,D1,M3D1,1882
3/6/2022,22:12:10,-9.21204,110.26241,10,3.2,MLv,"
	Pusat gempa dilaut, 140 km BaratDaya Gunungkidul DIY
",TIDAK,M3,D1,M3D1,1883
3/7/2022,20:26:12,-9.57797,111.29935,10,4,M,"
	Pusat gempa di laut 157 km Tenggara Pacitan-Jatim
",TIDAK,M3,D1,M3D1,1884
3/8/2022,02:36:37,-8.86207,111.19664,28,3.1,MLv,"
	Pusat gempa di laut 76 km Tenggara PACITAN - JATIM
",TIDAK,M3,D1,M3D1,1885
3/9/2022,19:49:42,-9.46495,112.85136,10,3.3,MLv,"
	Pusat gempa dilaut 150 tenggara Kab Malang&nbsp; Jawa Timur
",TIDAK,M3,D1,M3D1,1886
3/10/2022,20:49:42,-0.7,115.8433314,32,0,,,,,,,1887
3/11/2022,13:56:20,-7.51503,108.94553,218,3,M,"
	Pusat gempa didarat, 23 km BaratLaut, Cilacap Jateng
",TIDAK,M2,D2,M2D2,1888
3/12/2022,18:30:47,-8.42238,109.74171,39,2.5,MLv,"
	Pusat gempa di laut 81 km BaratDaya KULONPROGO-DIY
",TIDAK,M2,D1,M2D1,1889
3/13/2022,13:49:14,-9.0399,112.04194,10,4.1,MLv,"
	Pusat gempa di laut 102 km BaratDaya KAB-BLITAR-JATIM
",TIDAK,M4,D1,M4D1,1890
3/14/2022,23:25:45,-8.80461,111.52927,13,2.8,MLv,"
	Pusat gempa dilaut 81 km BaratDaya TRENGGALEK-JATIM
",TIDAK,M2,D1,M2D1,1891
3/15/2022,09:39:57,-8.82993,111.06436,10,2.4,MLv,"
	Pusat gempa di laut, 72 km BaratDaya PACITAN-JATIM
",TIDAK,M2,D1,M2D1,1892
3/16/2022,12:41:35,-8.6606,109.73571,12,2.6,MLv,"
	Pusat gempa dilaut, 104 km BaratDaya Kulon Progo DIY
",TIDAK,M2,D1,M2D1,1893
3/17/2022,00:00:33,-7.92655,112.78471,10,3,MLv,"
	Pusat gempa di darat 17 km TimurLaut KOTA-MALANG-JATIM
",TIDAK,M2,D1,M2D1,1894
3/18/2022,04:04:26,-8.6237,110.3779,35,2.8,MLv,"
	Pusat gempa di laut&nbsp;74 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M2,D1,M2D1,1895
3/19/2022,02:38:40,-8.38846,110.66267,16,2.4,MLv,"
	Pusat gempa di laut, 44 km Tenggara GUNUNGKIDUL-DIY
",TIDAK,M2,D1,M2D1,1896
3/20/2022,22:16:17,-9.76783,112.67543,10,5,MLv,"
	Pusat gempa di laut 181 km Tenggara KAB-MALANG-JATIM
",TIDAK,M4,D1,M4D1,1897
3/21/2022,23:16:17,-0.6,106.9215481,32,0,,,,,,,1898
3/22/2022,00:16:17,-3.8,115.182998,32,0,,,,,,,1899
3/23/2022,03:10:04,-8.9424,110.8861,70,2.9,MLv,"
	Pusat gempa di laut 87 km BaratDaya Pacitan
",TIDAK,M2,D2,M2D2,1900
3/24/2022,04:03:57,-8.97579,110.41154,7,2.7,MLv,"
	Pusat gempa dilaut 111 km BaratDaya GUNUNGKIDUL-DIY), Kedlmn:7 Km ::BMKG-PGR VII
",TIDAK,M2,D1,M2D1,1901
3/25/2022,04:17:45,-8.78292,112.49828,10,3.9,M,"
	Pusat gempa dilaut 71 Km Barat Daya Malang - JATIM
",TIDAK,M3,D1,M3D1,1902
3/26/2022,17:41:39,-8.78547,110.19737,35,2.6,MLv,"
	Pusat gempa di laut, 99 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M2,D1,M2D1,1903
3/27/2022,12:39:59,-7.944442,110.46919,11,1.2,M,"
	Pusat gempa di darat 13 km Tenggara BANTUL-DIY
",TIDAK,M1,D1,M1D1,1904
3/28/2022,02:43:08,-8.25627,110.35714,106,2.7,MLv,"
	Pusat gempa di laut 39 km Tengara Bantul
",TIDAK,M2,D2,M2D2,1905
3/29/2022,04:53:47,-8.2841,110.2856,17,2.7,MLv,"
	Pusat gempa di laut, 42 km BaratDaya BANTUL-DIY
",TIDAK,M2,D1,M2D1,1906
3/30/2022,09:32:31,-8.95,111.51,23,2.6,MLv,"
	Pusat gempa di laut 96 km Tenggara PACITAN-JATIM
",TIDAK,M2,D1,M2D1,1907
3/31/2022,11:11:48,-7.97117,110.44587,18,2.3,M,"
	Pusat gempa didarat 13 Km Tenggara Bantul - DIY, dirasakan di Imogiri dan Pungong-Bantul II MMI
",YA,M2,D1,M2D1,1908
4/1/2022,20:32:27,-9.30359,112.12461,27,2.9,MLv,"
	Pusat gempa di laut 130 km BaratDaya KAB-BLITAR-JATIM
",TIDAK,M2,D1,M2D1,1909
4/2/2022,03:04:36,-8.47784,111.57452,104,2.5,MLv,"
	Pusat gempa di laut, 46 km BaratDaya TRENGGALEK-JATIM
",TIDAK,M2,D2,M2D2,1910
4/3/2022,05:35:00,-9.28414,110.41136,10,2.7,MLv,"
	Pusat gempa di laut 144 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M2,D1,M2D1,1911
4/4/2022,08:17:33,-9.02954,112.10951,15,3.5,MLv,"
	Pusat gempa dilaut, 100 km BaratDaya BLITAR-JATIM
",TIDAK,M3,D1,M3D1,1912
4/5/2022,03:03:34,-8.19233,110.60707,136,4.8,M,"
	Pusat gempa di laut 21 km BaratDaya GUNUNGKIDUL-DIY&nbsp;Dirasakan di Gunungkidul, Bantul, Sleman, Trenggalek II MMI, Pacitan II-III MMI&nbsp;
",YA,M4,D2,M4D2,1913
4/6/2022,00:03:50,-9.54399,111.62598,10,4.3,MLv,"
	Pusat gmpa dilaut 161 Km Barat Daya Trenggalek - Jatim
",TIDAK,M4,D1,M4D1,1914
4/7/2022,01:13:54,-8.41525,111.00233,75,3,MLv,"
	Pusat gempa di laut,&nbsp;29 km BaratDaya PACITAN-JATIM
",TIDAK,M2,D2,M2D2,1915
4/8/2022,08:14:52,-9.22597,110.3107,10,3,MLv,"
	Pusat gempa di laut 141 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M2,D1,M2D1,1916
4/9/2022,18:11:35,-7.97799,112.17083,10,2.1,MLv,"
	Pusat gempa di darat 13 km Timurlaut Kota Blitar - JATIM
",TIDAK,M2,D1,M2D1,1917
4/10/2022,08:59:01,-8.90349,110.92087,28,3.5,MLv,"
	Pusat gempa dilaut 82 km BaratDaya Pacitan - Jatim
",TIDAK,M3,D1,M3D1,1918
4/11/2022,12:26:18,-8.75289,112.14899,92,3.9,MLv,"
	Pusat gempa di laut 68 km BaratDaya KAB-BLITAR-JATIM
",TIDAK,M3,D2,M3D2,1919
4/12/2022,05:49:45,-8.9075,111.9279,11,3.3,M,"
	Pusat gempa di laut 91 km BaratDaya KAB-BLITAR-JATIM
",TIDAK,M3,D1,M3D1,1920
4/13/2022,08:24:29,-8.4348,110.77819,10,2.5,MLv,"
	Pusat gempa dilaut 45 km BaratDaya PACITAN-JATIM
",TIDAK,M2,D1,M2D1,1921
4/14/2022,06:44:23,-7.94378,111.61864,10,2.6,M,"
	Pusat gempa di darat 18 Km Tenggara Ponorogo - JATIM
",TIDAK,M2,D1,M2D1,1922
4/15/2022,11:02:29,-7.94049,110.4706,11,1.3,MLv,"
	Pusat gempa di darat, 13 km Tenggara Bantul DIY
",TIDAK,M1,D1,M1D1,1923
4/16/2022,07:00:38,-8.97622,111.05666,59,3.1,MLv,"
	Pusat gempa di laut 89 km BaratDaya PACITAN-JATIM
",TIDAK,M3,D1,M3D1,1924
4/17/2022,08:46:09,-8.0627,110.42502,10,2,MLv,"
	Pusat gempa di darat 19 km Tenggara BANTUL-DIY

	&nbsp;
",TIDAK,M1,D1,M1D1,1925
4/18/2022,00:37:11,-8.98943,110.51846,10,2.6,MLv,"
	Pusat gempa dilaut 111 km BaratDaya Gunungkidul - DIY
",TIDAK,M2,D1,M2D1,1926
4/19/2022,17:27:38,-8.23958,112.02235,100,3.2,MLv,"
	Pusat gempa di darat, 22 km BaratDaya KOTA-BLITAR-JATIM
",TIDAK,M3,D2,M3D2,1927
4/20/2022,08:41:12,-8.77577,111.46606,31,2.6,M,"
	Pusat gempa di laut 78 km Tenggara PACITAN-JATIM
",TIDAK,M2,D1,M2D1,1928
4/21/2022,04:35:13,-8.02,110.5,13,1.5,MLv,"
	Pusat gempa di darat 12 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M1,D1,M1D1,1929
4/22/2022,03:47:49,-8.862,110.6011,9,3.2,MLv,"
	Pusat gempa di laut 94 km BaratDaya PACITAN-JATIM
",TIDAK,M3,D1,M3D1,1930
4/23/2022,01:13:57,-8.67,110.34,36,2.8,MLv,"
	Pusat gempa dilaut 80 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M2,D1,M2D1,1931
4/24/2022,01:29:54,-8.86705,110.3419,8,2.6,MLv,"
	Pusat gempa di laut, 101 Km BaratDaya Gunungkidul
",TIDAK,M2,D1,M2D1,1932
4/25/2022,00:52:53,-7.63017,112.328,10,3,M,"
	Pusat gempa didarat 7 km Tenggara Jombang Jatim
",TIDAK,M2,D1,M2D1,1933
4/26/2022,09:25:33,-7.71658,108.99651,201,2.8,MLv,"
	Pusat gempa di darat 1 km BaratLaut CILACAP-JATENG
",TIDAK,M2,D2,M2D2,1934
4/27/2022,00:05:01,-8.44249,111.04401,10,2.2,MLv,"
	Pusat gempa dilaut 29 km BaratDaya Pacitan -jatim&nbsp;
",TIDAK,M2,D1,M2D1,1935
4/28/2022,01:30:55,-8.92333,110.77864,25,2.9,MLv,"
	Pusat gempa dilaut, 89 km BaratDaya Pacitan Jatim
",TIDAK,M2,D1,M2D1,1936
4/29/2022,01:51:36,-10.50703,110.39493,10,4.1,MLv,"
	Pusat gempa dilaut 270 Km Barat Daya Pacitan - JATIM
",TIDAK,M4,D1,M4D1,1937
4/30/2022,04:49:33,-8.30989,111.6181,112,2.9,MLv,"
	Pusat gempa di darat 26 km&nbsp; Barat daya Trenggalek Jatim
",TIDAK,M2,D2,M2D2,1938
5/1/2022,00:14:27,-8.91918,110.17921,22,3.1,MLv,"
	113 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M3,D1,M3D1,1939
5/2/2022,00:39:59,-8.31191,109.27161,40,2.9,MLv,"
	Pusat gempa di laut, 71 km Tenggara CILACAP-JATENG
",TIDAK,M2,D1,M2D1,1940
5/3/2022,08:06:45,-8.42422,110.81375,14,2.6,M,"
	Pusat gempa di laut 41 km BaratDaya Pacitan - Jawa Timur
",TIDAK,M2,D1,M2D1,1941
5/4/2022,03:15:48,-8.99,112.78,10,3.2,M,"
	Pusat gempa di laut, 97 km Tenggara KAB-MALANG-JATIM
",TIDAK,M3,D1,M3D1,1942
5/5/2022,07:23:12,-8.08556,109.93162,4,3.8,MLv,"
	Pusat gempa di laut,&nbsp;40 km BaratDaya KULONPROGO-DIY dirasakan Kulon Progo, Bantul, Sleman, Gunungkidul
",YA,M3,D1,M3D1,1943
5/6/2022,05:09:51,-7.91682,111.31503,99,2.5,M,"
	Pusat gempa di darat 17 km BaratDaya Ponorogo - Jatim
",TIDAK,M2,D2,M2D2,1944
5/7/2022,02:16:34,-7.82889,111.97169,130,2.6,MLv,"
	Pusat gempa di darat, 5 km BaratLaut KOTA-KEDIRI-JATIM
",TIDAK,M2,D2,M2D2,1945
5/8/2022,01:51:59,-9.17782,110.61443,9,2.7,MLv,"
	Pusat gempa dilaut 133 km BaratDaya PACITAN-JATIM
",TIDAK,M2,D1,M2D1,1946
5/9/2022,01:10:25,-8.79524,110.9181,12,2.5,MLv,"
	Pusat gempa di laut 70 km BaratDaya PACITAN-JATIM
",TIDAK,M2,D1,M2D1,1947
5/10/2022,00:13:00,-8.93,111.05,30,2.7,M,"
	Pusat gempa di laut,&nbsp;83 km BaratDaya PACITAN-JATIM
",TIDAK,M2,D1,M2D1,1948
5/11/2022,02:44:14,-8.95881,111.2406,16,2.7,MLv,"
	Pusat gempa di laut 88 km Tenggara PACITAN-JATIM
",TIDAK,M2,D1,M2D1,1949
5/12/2022,04:24:34,-8.55756,109.39951,29,3,MLv,"
	Pusat gempa dilaut, 102 Km BaratDaya Kebumen Jateng
",TIDAK,M2,D1,M2D1,1950
5/13/2022,15:26:43,-8.39897,109.22007,28,3.2,MLv,"
	Pusat gempa dilaut, 78 km Tenggara Cilacap Jateng
",TIDAK,M3,D1,M3D1,1951
5/14/2022,01:42:18,-9.01868,111.27666,26,3.2,M,"
	Pusat gempa dilaut 95 km Tenggara PACITAN-JATIM
",TIDAK,M3,D1,M3D1,1952
5/15/2022,02:15:57,-7.8754,110.45903,16,1.6,MLv,"
	Pusat gempa di darat 12 km TimurLaut Bantul DIY
",TIDAK,M1,D1,M1D1,1953
5/16/2022,03:55:50,-8.9185,110.17322,79,3.2,MLv,"
	Pusat gempa di laut, 114 km BaratDaya BANTUL-DIY
",TIDAK,M3,D2,M3D2,1954
5/17/2022,11:56:31,-8.35401,109.08064,32,3.4,MLv,"
	Pusat gempa di laut 69 km Tenggara CILACAP-JATENG
",TIDAK,M3,D1,M3D1,1955
5/18/2022,03:04:15,-8.35882,109.09827,34,2.7,MLv,"
	Pusat gempa dilaut, 71 Km Tenggara Cilacap Jateng
",TIDAK,M2,D1,M2D1,1956
5/19/2022,01:30:02,-7.95331,109.90534,105,2.6,MLv,"
	Pusat gempa dilaut 28 km BaratDaya PURWOREJO-JATENG
",TIDAK,M2,D2,M2D2,1957
5/20/2022,01:37:22,-8.69103,110.34873,20,2.6,M,"
	Pusat gempa dilaut82 km BaratDaya Gunungkidul - DIY
",TIDAK,M2,D1,M2D1,1958
5/21/2022,05:28:16,-8.3195,109.06907,29,2.8,MLv,"
	Pusat gempa di laut 66 km Tenggara CILACAP-JATENG
",TIDAK,M2,D1,M2D1,1959
5/22/2022,04:44:23,-8.17817,109.06658,52,2.2,MLv,"
	Pusat gempa di laut, 50 km Tenggara Cilacap Jateng
",TIDAK,M2,D1,M2D1,1960
5/23/2022,04:37:06,-9.02926,110.5648,75,3.7,M,"
	Pusat gempa dilaut 112 km BaratDaya PACITAN-JATIM
",TIDAK,M3,D2,M3D2,1961
5/24/2022,08:19:59,-8.26244,109.16352,32,2.7,MLv,"
	Pusat gempa dilaut 61 Km Tenggara Cilacap - Jateng
",TIDAK,M2,D1,M2D1,1962
5/25/2022,08:38:27,-7.87,111.5703,12,2.9,M,"
	Pusat gempa di darat,&nbsp;11 km Tenggara PONOROGO-JATIM
",TIDAK,M2,D1,M2D1,1963
5/26/2022,09:40:19,-8.2399,109.08139,45,2.7,MLv,"
	Pusat gempa di laut 57 km Tenggara CILACAP-JATENG
",TIDAK,M2,D1,M2D1,1964
5/27/2022,08:03:31,-8.2677,109.0348,35,2.4,MLv,"
	Pusat gempa di laut 60 km Tenggara CILACAP-JATENG
",TIDAK,M2,D1,M2D1,1965
5/28/2022,01:28:34,-8.42122,111.67113,112,2.9,MLv,"
	Pusat gempa dilaut, 37 Km BaratDaya Trenggalek Jatim
",TIDAK,M2,D2,M2D2,1966
5/29/2022,02:28:38,-8.31123,109.0845,38,2.6,MLv,"
	Pusat gempa dilaut 65 Km Tenggara Cilacap - Jateng
",TIDAK,M2,D1,M2D1,1967
5/30/2022,00:37:28,-8.89177,113.49229,36,2.6,MLv,"
	Pusat gempa di laut 78 Km BaratDaya Jember -Jatim
",TIDAK,M2,D1,M2D1,1968
5/31/2022,04:02:51,-8.91751,110.1519,24,3.2,MLv,"
	Pusat gempa di laut 114 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M3,D1,M3D1,1969
6/1/2022,04:13:05,-10.18722,110.41389,10,4.3,MLv,"
	Pusat gempa dilaut 235 km Baratdaya Pacitan Jatim
",TIDAK,M4,D1,M4D1,1970
6/2/2022,01:02:19,-8.22051,109.11632,37,2.4,MLv,"Pusat gempa dilaut, 56 km Tenggara CILACAP-JATENG",TIDAK,M2,D1,M2D1,1971
6/3/2022,00:11:18,-10.18734,110.48207,30,3.7,MLv,"
	Pusat gempa di laut 234 km BaratDaya PACITAN-JATIM
",TIDAK,M3,D1,M3D1,1972
6/4/2022,02:57:37,-9.19046,111.99683,31,2.9,MLv,"
	Pusat gempa berada di laut,&nbsp;119 km BaratDaya KAB-BLITAR-JATIM
",TIDAK,M2,D1,M2D1,1973
6/5/2022,05:24:28,-10.1586,110.53667,10,3.5,MLv,"
	Pusat gempa di laut, 228 km BaratDaya PACITAN-JATIM
",TIDAK,M3,D1,M3D1,1974
6/6/2022,07:55:43,-10.84155,112.12476,10,4,MLv,"
	Pusat gempa di laut, 300 km BaratDaya KAB-BLITAR-JATIM
",TIDAK,M3,D1,M3D1,1975
6/7/2022,03:02:27,-8.80793,111.88804,10,2.8,MLv,"
	Pusat di laut, 82 Km BaratDaya Tulungagung Jatim
",TIDAK,M2,D1,M2D1,1976
6/8/2022,00:42:22,-10.12476,110.71616,10,3.5,M,"
	Pusat gempa dilaut 219 km BaratDaya PACITAN-JATIM
",TIDAK,M3,D1,M3D1,1977
6/9/2022,14:40:38,-9.32754,110.40211,26,3.1,MLv,"
	Pusat gempa dilaut, 150 km BaratDaya Gunungkidul DIY
",TIDAK,M3,D1,M3D1,1978
6/10/2022,04:40:15,-10.14981,110.52292,10,3.4,MLv,"
	Pusat gempa di laut 228 km BaratDaya PACITAN-JATIM
",TIDAK,M3,D1,M3D1,1979
6/11/2022,01:23:02,-7.62047,112.90852,9,2.7,MLv,"
	Pusat gempa di darat&nbsp;2 km BaratDaya PASURUHAN-JATIM
",TIDAK,M2,D1,M2D1,1980
6/12/2022,11:48:29,-10.18769,110.44311,10,3.5,MLv,"
	Pusat gempa dilaut 235 km BaratDaya PACITAN-JATIM
",TIDAK,M3,D1,M3D1,1981
6/13/2022,01:34:28,-8.76304,110.40747,14,2.8,M,"
	Di laut&nbsp;88 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M2,D1,M2D1,1982
6/14/2022,10:24:20,-10.12835,110.5711,10,3.4,MLv,"
	Pusat gempa di laut 224 km BaratDaya Pacitan-Jatim
",TIDAK,M3,D1,M3D1,1983
6/15/2022,05:53:05,-8.85431,110.97228,28,2.7,MLv,"
	Pusat gempa di laut 76 km BaratDaya PACITAN-JATIM
",TIDAK,M2,D1,M2D1,1984
6/16/2022,00:31:27,-8.29186,110.87334,248,2.3,M,"
	Pusat gempa dilaut, 28 Km BaratDaya Pacitan Jatim
",TIDAK,M2,D2,M2D2,1985
6/17/2022,00:23:51,-8.93083,110.411,27,3.5,MLv,"
	Pusat gempa dilaut 106 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M3,D1,M3D1,1986
6/18/2022,01:06:54,-10.15521,110.64346,10,3.5,M,"
	Pusat gempa di laut 226 km BaratDaya Pacitan - Jatim
",TIDAK,M3,D1,M3D1,1987
6/19/2022,02:25:13,-8.73857,113.38628,72,3.1,MLv,"
	Pusat gempa dilaut 66 km BaratDaya Jember - Jatim
",TIDAK,M3,D2,M3D2,1988
6/20/2022,06:16:26,-8.15667,108.68266,49,2.7,MLv,"
	Pusat gempa di laut 23 km Tenggara KAB-PANGANDARAN-JABAR
",TIDAK,M2,D1,M2D1,1989
6/21/2022,03:47:09,-8.57119,112.54171,58,3,M,"
	di Laut 48 Km Barat Daya Malang - JATIM
",TIDAK,M2,D1,M2D1,1990
6/22/2022,01:42:06,-8.94794,111.28287,22,3.3,MLv,"
	Pusat gempa diilaut, 87 Km Tenggara Pacitan Jatim
",TIDAK,M3,D1,M3D1,1991
6/23/2022,00:01:03,-7.93524,110.49423,12,2.6,MLv,"
	Pusat gempa gempa di darat 14 Km BaratLaut GUNUNGKIDUL-DIY
",TIDAK,M2,D1,M2D1,1992
6/24/2022,03:23:51,-9.04024,110.47628,10,3.1,MLv,"
	Pusat gempa di laut,&nbsp;117 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M3,D1,M3D1,1993
6/25/2022,10:53:03,-8.63843,110.26131,10,2.9,M,"
	Pusat gempa di laut 81 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M2,D1,M2D1,1994
6/26/2022,02:05:36,-7.9166,110.44681,4,1.5,MLv,"
	Pusat gempa di darat, 10 Km Tenggara Bantul - DIY
",TIDAK,M1,D1,M1D1,1995
6/27/2022,03:56:08,-9.16574,113.43503,29,3.1,M,"
	Pusat gempa dilaut, 110 Km BaratDaya Jember Jatim
",TIDAK,M3,D1,M3D1,1996
6/28/2022,00:09:58,-8.45433,110.80727,10,2.3,MLv,"
	Pusat gempa di laut 44 km BaratDaya Pacitan-Jatim
",TIDAK,M2,D1,M2D1,1997
6/29/2022,00:14:04,-9.08989,112.49165,23,3.1,M,"
	Pusat gempa di laut 106 km BaratDaya Kab-Malang-Jatim
",TIDAK,M3,D1,M3D1,1998
6/30/2022,00:43:45,-7.88865,110.49882,13,2.2,MLv,"
	Pusat gempa di darat 16 km BaratLaut GUNUNGKIDUL - DIY
",TIDAK,M2,D1,M2D1,1999
7/1/2022,01:29:30,-8.5305,110.72774,10,2.9,MLv,"
	Pusat gempa di laut, 57 km BaratDaya PACITAN-JATIM

	&nbsp;
",TIDAK,M2,D1,M2D1,2000
7/2/2022,02:11:36,-7.6032,109.9865,16,2.5,MLv,"
	Pusat gempa di daat 37 Km TimurLaut KEBUMEN-JATENG
",TIDAK,M2,D1,M2D1,2001
